name,code,owner,type,country,district_name,status,start_date,expiry_date,assets,geometry
PL9/38,PL9/38,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Bolgatanga Municipal,Active License,2/6/2023,2/5/2026,Gold,"POLYGON ((-1 10.9916666667,-0.9666666667 10.9916666667,-0.9666666667 10.9958333333,-0.9208333333 10.9958333333,-0.9208333333 10.9333333333,-0.9291666667 10.9333333333,-0.9291666667 10.8166666667,-0.9791666667 10.8166666667,-0.9791666667 10.8291666667,-1 10.8291666667,-1 10.9916666667,-1 10.9916666667))"
SSMP/9/310,SSMP/9/310,Pico Natural Resources,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,7/6/2022,7/5/2027,"Diamonds,Gold","POLYGON ((-0.9091666667 10.7266666667,-0.9125 10.7266666667,-0.9125 10.7291666667,-0.9091666667 10.7291666667,-0.9091666667 10.7266666667))"
SSMP/9/289 (Kalbeo),SSMP/9/289 (Kalbeo),Razan Mining,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,7/6/2022,7/5/2027,"Diamonds,Gold","POLYGON ((-0.9025 10.725,-0.9058333333 10.725,-0.9058333333 10.7275,-0.9025 10.7275,-0.9025 10.725))"
SSMP/9/297,SSMP/9/297,Tsima Mining,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,7/8/2022,7/7/2027,"Gold,Diamonds","POLYGON ((-0.8933333333 10.735,-0.895 10.735,-0.895 10.7358333333,-0.8975 10.7358333333,-0.8975 10.7375,-0.8933333333 10.7375,-0.8933333333 10.735))"
MC./SSMP/9/314,MC./SSMP/9/314,Aduku Natural Resources,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,7/13/2022,7/12/2027,"Diamonds,Gold","POLYGON ((-0.8933333333 10.725,-0.8975 10.725,-0.8975 10.7258333333,-0.8958333333 10.7258333333,-0.8958333333 10.7291666667,-0.895 10.7291666667,-0.895 10.7275,-0.8941666667 10.7275,-0.8941666667 10.7266666667,-0.8933333333 10.7266666667,-0.8933333333 10.725))"
MC/SSMP/9/316,MC/SSMP/9/316,Ania Mines,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,7/8/2022,7/7/2027,"Diamonds,Gold","POLYGON ((-0.8958333333 10.74,-0.9 10.74,-0.9 10.7408333333,-0.9008333333 10.7408333333,-0.9008333333 10.7425,-0.9 10.7425,-0.9 10.7416666667,-0.8958333333 10.7416666667,-0.8958333333 10.74))"
MC./SSMP/9/298,MC./SSMP/9/298,Fraf Mines,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,7/18/2022,7/17/2027,"Gold,Diamonds","POLYGON ((-0.9 10.7275,-0.9025 10.7275,-0.9025 10.7308333333,-0.9016666667 10.7308333333,-0.9016666667 10.7316666667,-0.9008333333 10.7316666667,-0.9008333333 10.73,-0.9 10.73,-0.9 10.7275))"
SSML-BT9 9/2024,SSML-BT9 9/2024,Pico Natural Resources,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,1/26/2024,1/25/2029,Gold,"POLYGON ((-0.9158333333 10.715,-0.9208333333 10.715,-0.9208333333 10.7166666667,-0.9158333333 10.7166666667,-0.9158333333 10.715))"
MC./SSMP/9/384,MC./SSMP/9/384,Zer Mines,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,4/9/2024,4/8/2029,Gold,"POLYGON ((-0.9058333333 10.7175,-0.9025 10.7175,-0.9025 10.715,-0.9041666667 10.715,-0.9041666667 10.7158333333,-0.905 10.7158333333,-0.905 10.7166666667,-0.9058333333 10.7166666667,-0.9058333333 10.7175))"
SSML-BT9 7/2024,SSML-BT9 7/2024,Noe Natural Resources,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,1/26/2024,1/25/2029,Gold,"POLYGON ((-0.9083333333 10.71,-0.9116666667 10.71,-0.9116666667 10.7125,-0.9108333333 10.7125,-0.9108333333 10.7116666667,-0.9083333333 10.7116666667,-0.9083333333 10.71))"
SSMP/9/388,SSMP/9/388,Noe Natural Resources,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,1/26/2024,1/25/2029,Gold,"POLYGON ((-0.9116666667 10.7141666667,-0.9133333333 10.7141666667,-0.9133333333 10.7191666667,-0.9116666667 10.7191666667,-0.9116666667 10.7141666667))"
SSMP/9/359,SSMP/9/359,Fraf Mines,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,1/26/2024,1/25/2029,Gold,"POLYGON ((-0.9125 10.7233333333,-0.9091666667 10.7233333333,-0.9091666667 10.7208333333,-0.9125 10.7208333333,-0.9125 10.7233333333))"
SSML-BT9 8/2024,SSML-BT9 8/2024,Pico Natural Resources,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,1/26/2024,1/25/2029,Gold,"POLYGON ((-0.9116666667 10.7183333333,-0.9091666667 10.7183333333,-0.9091666667 10.7158333333,-0.9116666667 10.7158333333,-0.9116666667 10.7183333333))"
SSML-BT9 2/2024,SSML-BT9 2/2024,Pico Natural Resources,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,1/26/2024,1/25/2029,Gold,"POLYGON ((-0.9158333333 10.7116666667,-0.9183333333 10.7116666667,-0.9183333333 10.715,-0.9158333333 10.715,-0.9158333333 10.7116666667))"
SSML-BT9 6/2024,SSML-BT9 6/2024,Mahr Natural Resources,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,1/26/2024,1/25/2029,Gold,"POLYGON ((-0.8958333333 10.7258333333,-0.8975 10.7258333333,-0.8975 10.7291666667,-0.9 10.7291666667,-0.9 10.73,-0.8966666667 10.73,-0.8966666667 10.7291666667,-0.8958333333 10.7291666667,-0.8958333333 10.7258333333))"
MC/SSMP/9/391,MC/SSMP/9/391,Mahr Natural Resources,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,5/3/2024,5/2/2029,Gold,"POLYGON ((-0.9158333333 10.7083333333,-0.9183333333 10.7083333333,-0.9183333333 10.7116666667,-0.9175 10.7116666667,-0.9175 10.7091666667,-0.9158333333 10.7091666667,-0.9158333333 10.7083333333))"
PL (G)-9/832,PL (G)-9/832,Supra Natural Resources Ltd,Prospecting Licence (Ghanaian),GH,Bolgatanga Municipal,Active License,1/2/2025,1/1/2028,Gold,"POLYGON ((-1.0042 10.8417,-1 10.8417,-1 10.8292,-0.9875 10.8292,-0.9875 10.825,-0.9917 10.825,-0.9917 10.8167,-0.9958 10.8167,-0.9958 10.8042,-1 10.8042,-1 10.7958,-1.0042 10.7958,-1.0042 10.7917,-1.0083 10.7917,-1.0083 10.7875,-1.0125 10.7875,-1.0125 10.7792,-1.0208 10.7792,-1.0208 10.7708,-1.025 10.7708,-1.025 10.7667,-1.0292 10.7667,-1.0292 10.7625,-1.0333 10.7625,-1.0333 10.7458,-1.0292 10.7458,-1.0292 10.7333,-1.0333 10.7333,-1.0333 10.7417,-1.0375 10.7417,-1.0375 10.75,-1.0417 10.75,-1.0417 10.775,-1.025 10.775,-1.025 10.7917,-1.0125 10.7917,-1.0125 10.8083,-1.0042 10.8083,-1.0042 10.8417))"
PL (G)-9/831,PL (G)-9/831,Supra Natural Resources Ltd,Prospecting Licence (Ghanaian),GH,Bolgatanga Municipal,Active License,1/2/2025,1/1/2028,Gold,"POLYGON ((-0.9375 10.7541666667,-0.9375 10.7541666667,-0.9375 10.7583333333,-0.9291666667 10.7583333333,-0.9291666667 10.7625,-0.9125 10.7625,-0.9125 10.7583333333,-0.9083333333 10.7583333333,-0.9083333333 10.7541666667,-0.9125 10.7541666667,-0.9125 10.7458333333,-0.925 10.7458333333,-0.925 10.75,-0.9375 10.75,-0.9375 10.7541666667))"
MC./SSMP/9/373,MC./SSMP/9/373,Razan Mining,Small Scale Licence (Bolgatanga District),GH,Bolgatanga Municipal,Active License,4/9/2024,4/8/2029,Gold,"POLYGON ((-0.8958333333 10.7208333333,-0.9 10.7208333333,-0.9 10.7216666667,-0.9008333333 10.7216666667,-0.9008333333 10.7225,-0.8958333333 10.7225,-0.8958333333 10.7208333333))"
PL7/184,PL7/184,King Award Ghana Limited,Prospecting Licence (Ghanaian),GH,Wenchi Municipal,Active License,11/20/2020,11/19/2023,".,Gold","POLYGON ((-2.175 7.7791666667,-2.1583333333 7.7791666667,-2.1583333333 7.775,-2.15 7.775,-2.15 7.7708333333,-2.1458333333 7.7708333333,-2.1458333333 7.7666666667,-2.1375 7.7666666667,-2.1375 7.7541666667,-2.1416666667 7.7541666667,-2.1416666667 7.7458333333,-2.1458333333 7.7458333333,-2.1458333333 7.7375,-2.15 7.7375,-2.15 7.7291666667,-2.1541666667 7.7291666667,-2.1541666667 7.7208333333,-2.1583333333 7.7208333333,-2.1583333333 7.7125,-2.1625 7.7125,-2.1625 7.7041666667,-2.1666666667 7.7041666667,-2.1666666667 7.6958333333,-2.1708333333 7.6958333333,-2.1708333333 7.6833333333,-2.1541666667 7.6833333333,-2.1541666667 7.6791666667,-2.1583333333 7.6791666667,-2.1583333333 7.6708333333,-2.1625 7.6708333333,-2.1625 7.6625,-2.175 7.6625,-2.175 7.6666666667,-2.1875 7.6666666667,-2.1875 7.675,-2.1958333333 7.675,-2.1958333333 7.6791666667,-2.225 7.6791666667,-2.225 7.675,-2.2291666667 7.675,-2.2291666667 7.6625,-2.2375 7.6625,-2.2375 7.6416666667,-2.2416666667 7.6416666667,-2.2416666667 7.6333333333,-2.2458333333 7.6333333333,-2.2458333333 7.625,-2.2541666667 7.625,-2.2541666667 7.6041666667,-2.2583333333 7.6041666667,-2.2583333333 7.5791666667,-2.2541666667 7.5791666667,-2.2541666667 7.5666666667,-2.25 7.5666666667,-2.25 7.5583333333,-2.2458333333 7.5583333333,-2.2458333333 7.525,-2.2541666667 7.525,-2.2541666667 7.5333333333,-2.2583333333 7.5333333333,-2.2583333333 7.5458333333,-2.2625 7.5458333333,-2.2625 7.5625,-2.2666666667 7.5625,-2.2666666667 7.5708333333,-2.3041666667 7.5708333333,-2.3041666667 7.5791666667,-2.3083333333 7.5791666667,-2.3083333333 7.5916666667,-2.3166666667 7.5916666667,-2.3166666667 7.6125,-2.2958333333 7.6125,-2.2958333333 7.625,-2.2833333333 7.625,-2.2833333333 7.6416666667,-2.2666666667 7.6416666667,-2.2666666667 7.6791666667,-2.2583333333 7.6791666667,-2.2583333333 7.7083333333,-2.2375 7.7083333333,-2.2375 7.725,-2.2041666667 7.725,-2.2041666667 7.7291666667,-2.2 7.7291666667,-2.2 7.7375,-2.1958333333 7.7375,-2.1958333333 7.7458333333,-2.1916666667 7.7458333333,-2.1916666667 7.75,-2.1875 7.75,-2.1875 7.7583333333,-2.1833333333 7.7583333333,-2.1833333333 7.7666666667,-2.1791666667 7.7666666667,-2.1791666667 7.7708333333,-2.175 7.7708333333,-2.175 7.7791666667,-2.175 7.7791666667))"
PL7/185,PL7/185,King Award Ghana Limited,Prospecting Licence (Ghanaian),GH,Wenchi Municipal,Active License,11/20/2020,11/19/2023,".,Gold","POLYGON ((-2.15 8.0666666667,-2.1291666667 8.0666666667,-2.1291666667 8.0458333333,-2.1375 8.0458333333,-2.1375 8.025,-2.1458333333 8.025,-2.1458333333 7.9916666667,-2.1416666667 7.9916666667,-2.1416666667 7.9583333333,-2.1541666667 7.9583333333,-2.1541666667 7.95,-2.1708333333 7.95,-2.1708333333 7.9833333333,-2.1625 7.9833333333,-2.1625 7.9916666667,-2.1541666667 7.9916666667,-2.1541666667 8.0083333333,-2.175 8.0083333333,-2.175 8.0291666667,-2.1666666667 8.0291666667,-2.1666666667 8.0458333333,-2.15 8.0458333333,-2.15 8.0666666667,-2.15 8.0666666667))"
PL7/182,PL7/182,King Award Ghana Limited,Prospecting Licence (Ghanaian),GH,Wenchi Municipal,Active License,12/11/2020,12/10/2023,Gold,"POLYGON ((-2.1 8.075,-2.075 8.075,-2.075 8.0458333333,-2.0916666667 8.0458333333,-2.0916666667 8.025,-2.1041666667 8.025,-2.1041666667 8.0083333333,-2.1166666667 8.0083333333,-2.1166666667 7.9,-2.125 7.9,-2.125 7.8708333333,-2.1166666667 7.8708333333,-2.1166666667 7.8291666667,-2.1833333333 7.8291666667,-2.1833333333 7.8041666667,-2.2125 7.8041666667,-2.2125 7.8458333333,-2.1666666667 7.8458333333,-2.1666666667 7.9166666667,-2.1791666667 7.9166666667,-2.1791666667 7.95,-2.1541666667 7.95,-2.1541666667 7.9583333333,-2.1416666667 7.9583333333,-2.1416666667 7.9916666667,-2.1458333333 7.9916666667,-2.1458333333 8.025,-2.1375 8.025,-2.1375 8.0458333333,-2.1166666667 8.0458333333,-2.1166666667 8.0666666667,-2.1 8.0666666667,-2.1 8.075,-2.1 8.075))"
PL7/181,PL7/181,King Award Ghana Limited,Prospecting Licence (Ghanaian),GH,Wenchi Municipal,Active License,11/20/2020,11/19/2023,".,Gold","POLYGON ((-2.175 7.7791666667,-2.1583333333 7.7791666667,-2.1583333333 7.775,-2.15 7.775,-2.15 7.7708333333,-2.1458333333 7.7708333333,-2.1458333333 7.7666666667,-2.1375 7.7666666667,-2.1375 7.7541666667,-2.1416666667 7.7541666667,-2.1416666667 7.7458333333,-2.1458333333 7.7458333333,-2.1458333333 7.7375,-2.15 7.7375,-2.15 7.7291666667,-2.1541666667 7.7291666667,-2.1541666667 7.7208333333,-2.1583333333 7.7208333333,-2.1583333333 7.7125,-2.1625 7.7125,-2.1625 7.7041666667,-2.1666666667 7.7041666667,-2.1666666667 7.6958333333,-2.1708333333 7.6958333333,-2.1708333333 7.6833333333,-2.1541666667 7.6833333333,-2.1541666667 7.6791666667,-2.1583333333 7.6791666667,-2.1583333333 7.6708333333,-2.1625 7.6708333333,-2.1625 7.6625,-2.175 7.6625,-2.175 7.6666666667,-2.1875 7.6666666667,-2.1875 7.675,-2.1958333333 7.675,-2.1958333333 7.6791666667,-2.225 7.6791666667,-2.225 7.675,-2.2291666667 7.675,-2.2291666667 7.6625,-2.2375 7.6625,-2.2375 7.6416666667,-2.2416666667 7.6416666667,-2.2416666667 7.6333333333,-2.2458333333 7.6333333333,-2.2458333333 7.625,-2.2541666667 7.625,-2.2541666667 7.6041666667,-2.2583333333 7.6041666667,-2.2583333333 7.5791666667,-2.2541666667 7.5791666667,-2.2541666667 7.5666666667,-2.25 7.5666666667,-2.25 7.5583333333,-2.2458333333 7.5583333333,-2.2458333333 7.525,-2.2541666667 7.525,-2.2541666667 7.5333333333,-2.2583333333 7.5333333333,-2.2583333333 7.5458333333,-2.2625 7.5458333333,-2.2625 7.5625,-2.2666666667 7.5625,-2.2666666667 7.5708333333,-2.3041666667 7.5708333333,-2.3041666667 7.5791666667,-2.3083333333 7.5791666667,-2.3083333333 7.5916666667,-2.3166666667 7.5916666667,-2.3166666667 7.6125,-2.2958333333 7.6125,-2.2958333333 7.625,-2.2833333333 7.625,-2.2833333333 7.6416666667,-2.2666666667 7.6416666667,-2.2666666667 7.6791666667,-2.2583333333 7.6791666667,-2.2583333333 7.7083333333,-2.2375 7.7083333333,-2.2375 7.725,-2.2041666667 7.725,-2.2041666667 7.7291666667,-2.2 7.7291666667,-2.2 7.7375,-2.1958333333 7.7375,-2.1958333333 7.7458333333,-2.1916666667 7.7458333333,-2.1916666667 7.75,-2.1875 7.75,-2.1875 7.7583333333,-2.1833333333 7.7583333333,-2.1833333333 7.7666666667,-2.1791666667 7.7666666667,-2.1791666667 7.7708333333,-2.175 7.7708333333,-2.175 7.7791666667,-2.175 7.7791666667))"
QL.7/16,QL.7/16,Bui Investments Limited,Restricted Mining Lease >25 acres (National),GH,Wenchi Municipal,Active License,3/22/2024,3/21/2029,Granite,"POLYGON ((-2.1408333333 7.6,-2.1408333333 7.6025,-2.14 7.6025,-2.14 7.6033333333,-2.1383333333 7.6033333333,-2.1383333333 7.6025,-2.1375 7.6025,-2.1375 7.6008333333,-2.1391666667 7.6008333333,-2.1391666667 7.6,-2.1408333333 7.6))"
RML-N-LAYER/72,RML-N-LAYER/72,X-Wan Mining Services Company Limited,Restricted Mining Lease (Foreign),GH,Wenchi Municipal,Active License,6/26/2020,6/25/2025,Granite,"POLYGON ((-2.1125 7.61,-2.1 7.61,-2.1 7.5966666667,-2.1125 7.5966666667,-2.1125 7.61))"
QL7/22,QL7/22,Northern Mines & Quarries Limited,Restricted Mining Lease (Ghanaian),GH,Wenchi Municipal,Active License,12/18/2024,12/19/2029,Granite,"POLYGON ((-2.1541666667 7.5283333333,-2.1516666667 7.5283333333,-2.1516666667 7.5258333333,-2.1483333333 7.5258333333,-2.1483333333 7.5216666667,-2.1475 7.5216666667,-2.1475 7.52,-2.1441666667 7.52,-2.1441666667 7.5141666667,-2.1491666667 7.5141666667,-2.1491666667 7.52,-2.1525 7.52,-2.1525 7.5225,-2.1541666667 7.5225,-2.1541666667 7.5283333333))"
RML-N-LAYER/179,RML-N-LAYER/179,Abronye Communication Limited,Restricted Mining Lease (Ghanaian),GH,Wenchi Municipal,Active License,6/11/2024,6/10/2029,Granite,"POLYGON ((-2.1417 7.5875,-2.1392 7.5875,-2.1392 7.5833,-2.1425 7.5833,-2.1425 7.5842,-2.1408 7.5842,-2.1408 7.5858,-2.1417 7.5858,-2.1417 7.5875))"
PL-LAYER/813,PL-LAYER/813,SDIM Ghana Mining Consulting Services Ltd,Prospecting Licence (Foreign),GH,Wenchi Municipal,Active License,1/5/2024,1/4/2027,Gold,"POLYGON ((-2.1167 8.0958,-2.1167 8.1,-2.1125 8.1,-2.1125 8.1042,-2.1083 8.1042,-2.1083 8.1083,-2.1 8.1083,-2.1 8.1125,-2.0958 8.1125,-2.0958 8.1167,-2.0875 8.1167,-2.0875 8.1208,-2.0792 8.1208,-2.0792 8.125,-2.0792 8.125,-2.0792 8.1292,-2.075 8.1292,-2.075 8.1292,-2.0708 8.1292,-2.0708 8.1375,-2.0667 8.1375,-2.0667 8.1417,-2.0292 8.1417,-2.0292 8.1292,-2.05 8.1292,-2.05 8.1208,-2.0583 8.1208,-2.0583 8.1083,-2.0708 8.1083,-2.0708 8.0958,-2.0792 8.0958,-2.0792 8.0875,-2.0958 8.0875,-2.0958 8.075,-2.1 8.075,-2.1 8.0667,-2.1208 8.0667,-2.1208 8.075,-2.1292 8.075,-2.1292 8.0833,-2.1208 8.0833,-2.1208 8.0958,-2.1167 8.0958))"
PL-LAYER/812,PL-LAYER/812,SDIM Ghana Mining Consulting Services Ltd,Prospecting Licence (Foreign),GH,Wenchi Municipal,Active License,1/5/2024,1/4/2027,Gold,"POLYGON ((-2.1167 7.8708,-2.1125 7.8708,-2.1125 7.8625,-2.1083 7.8625,-2.1083 7.8583,-2.1042 7.8583,-2.1042 7.8542,-2.1 7.8542,-2.1 7.85,-2.1042 7.85,-2.1042 7.8458,-2.1083 7.8458,-2.1083 7.8375,-2.1125 7.8375,-2.1125 7.825,-2.125 7.825,-2.125 7.8208,-2.1292 7.8208,-2.1292 7.8167,-2.1333 7.8167,-2.1333 7.8125,-2.1375 7.8125,-2.1375 7.8083,-2.1458 7.8083,-2.1458 7.8125,-2.15 7.8125,-2.15 7.8167,-2.1542 7.8167,-2.1542 7.8208,-2.1583 7.8208,-2.1583 7.825,-2.1667 7.825,-2.1667 7.8208,-2.1708 7.8208,-2.1708 7.8167,-2.175 7.8167,-2.175 7.8125,-2.1792 7.8125,-2.1792 7.8083,-2.1833 7.8083,-2.1833 7.8292,-2.1167 7.8292,-2.1167 7.8708))"
PL-LAYER/811,PL-LAYER/811,SDIM Ghana Mining Consulting Services Ltd,Prospecting Licence (Foreign),GH,Wenchi Municipal,Active License,1/5/2024,1/4/2027,Gold,"POLYGON ((-2.1166666667 8.0,-2.0625 8.0,-2.0625 7.9958333333,-2.0708333333 7.9958333333,-2.0708333333 7.9916666667,-2.075 7.9916666667,-2.075 7.9875,-2.0833333333 7.9875,-2.0833333333 7.9833333333,-2.0875 7.9833333333,-2.0875 7.9791666667,-2.0958333333 7.9791666667,-2.0958333333 7.975,-2.1 7.975,-2.1 7.9708333333,-2.1083333333 7.9708333333,-2.1083333333 7.9666666667,-2.1125 7.9666666667,-2.1125 7.9541666667,-2.1 7.9541666667,-2.1 7.925,-2.1041666667 7.925,-2.1041666667 7.9208333333,-2.1083333333 7.9208333333,-2.1083333333 7.9125,-2.1125 7.9125,-2.1125 7.9,-2.1166666667 7.9,-2.1166666667 8.0))"
PL9/54,PL9/54,GEO-TECH MINERALS RES. EX. LTD,Prospecting Licence (Ghanaian),GH,Bongo,Active License,11/20/2020,11/19/2023,Gold,"POLYGON ((-0.775 10.9916666667,-0.7166666667 10.9916666667,-0.7166666667 10.9875,-0.7125 10.9875,-0.7125 10.9791666667,-0.7083333333 10.9791666667,-0.7083333333 10.9708333333,-0.7041666667 10.9708333333,-0.7041666667 10.9666666667,-0.7 10.9666666667,-0.7 10.9583333333,-0.6958333333 10.9583333333,-0.6958333333 10.9375,-0.7 10.9375,-0.7 10.9291666667,-0.7291666667 10.9291666667,-0.7291666667 10.9208333333,-0.775 10.9208333333,-0.775 10.9916666667,-0.775 10.9916666667))"
PL9/37,PL9/37,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Bongo,Active License,2/6/2023,2/5/2026,Gold,"POLYGON ((-0.8916666667 10.975,-0.8916666667 10.9625,-0.8958333333 10.9625,-0.8958333333 10.9541666667,-0.8666666667 10.9541666667,-0.8666666667 10.9708333333,-0.8583333333 10.9708333333,-0.8583333333 10.9875,-0.8458333333 10.9875,-0.8458333333 10.9916666667,-0.8372222222 10.9916666667,-0.8372222222 10.9416666667,-0.8416666667 10.9416666667,-0.8416666667 10.9375,-0.8458333333 10.9375,-0.8458333333 10.8166666667,-0.9291666667 10.8166666667,-0.9291666667 10.9333333333,-0.9208333333 10.9333333333,-0.9208333333 10.975,-0.8916666667 10.975,-0.8916666667 10.975))"
PL9/22,PL9/22,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Bongo,Active License,2/6/2023,2/5/2026,Gold,"POLYGON ((-0.6958333333 10.9416666667,-0.6875 10.9416666667,-0.6875 10.9375,-0.6833333333 10.9375,-0.6833333333 10.925,-0.6791666667 10.925,-0.6791666667 10.9083333333,-0.6833333333 10.9083333333,-0.6833333333 10.875,-0.6666666667 10.875,-0.6666666667 10.8708333333,-0.6708333333 10.8708333333,-0.6708333333 10.8625,-0.675 10.8625,-0.675 10.8583333333,-0.6791666667 10.8583333333,-0.6791666667 10.85,-0.6833333333 10.85,-0.6833333333 10.8416666667,-0.6875 10.8416666667,-0.6875 10.8375,-0.6916666667 10.8375,-0.6916666667 10.8291666667,-0.6958333333 10.8291666667,-0.6958333333 10.8208333333,-0.7 10.8208333333,-0.7 10.8166666667,-0.7083333333 10.8166666667,-0.7083333333 10.825,-0.7166666667 10.825,-0.7166666667 10.8291666667,-0.7208333333 10.8291666667,-0.7208333333 10.8333333333,-0.725 10.8333333333,-0.725 10.8375,-0.7375 10.8375,-0.7375 10.8333333333,-0.7416666667 10.8333333333,-0.7416666667 10.8291666667,-0.75 10.8291666667,-0.75 10.8166666667,-0.7583333333 10.8166666667,-0.7583333333 10.8083333333,-0.7625 10.8083333333,-0.7625 10.8041666667,-0.7666666667 10.8041666667,-0.7666666667 10.7916666667,-0.75 10.7916666667,-0.75 10.7875,-0.7375 10.7875,-0.7375 10.7833333333,-0.725 10.7833333333,-0.725 10.7916666667,-0.7208333333 10.7916666667,-0.7208333333 10.8,-0.7083333333 10.8,-0.7083333333 10.775,-0.6916666667 10.775,-0.6916666667 10.7708333333,-0.675 10.7708333333,-0.675 10.7791666667,-0.6708333333 10.7791666667,-0.6708333333 10.7833333333,-0.6625 10.7833333333,-0.6625 10.7875,-0.6583333333 10.7875,-0.6583333333 10.7916666667,-0.65 10.7916666667,-0.65 10.8166666667,-0.6458333333 10.8166666667,-0.6458333333 10.8333333333,-0.6416666667 10.8333333333,-0.6416666667 10.8416666667,-0.6375 10.8416666667,-0.6375 10.85,-0.6333333333 10.85,-0.6333333333 10.8583333333,-0.6291666667 10.8583333333,-0.6291666667 10.8666666667,-0.625 10.8666666667,-0.625 10.8416666667,-0.6208333333 10.8416666667,-0.6208333333 10.8208333333,-0.6166666667 10.8208333333,-0.6166666667 10.8166666667,-0.6083333333 10.8166666667,-0.6083333333 10.8125,-0.6041666667 10.8125,-0.6041666667 10.8083333333,-0.6 10.8083333333,-0.6 10.8041666667,-0.6083333333 10.8041666667,-0.6083333333 10.8,-0.6208333333 10.8,-0.6208333333 10.7958333333,-0.6333333333 10.7958333333,-0.6333333333 10.7875,-0.6416666667 10.7875,-0.6416666667 10.7833333333,-0.6541666667 10.7833333333,-0.6541666667 10.7791666667,-0.6666666667 10.7791666667,-0.6666666667 10.775,-0.6708333333 10.775,-0.6708333333 10.7666666667,-0.675 10.7666666667,-0.675 10.7625,-0.6791666667 10.7625,-0.6791666667 10.7583333333,-0.6833333333 10.7583333333,-0.6833333333 10.7541666667,-0.6875 10.7541666667,-0.6875 10.7458333333,-0.6916666667 10.7458333333,-0.6916666667 10.7416666667,-0.7083333333 10.7416666667,-0.7083333333 10.7458333333,-0.7166666667 10.7458333333,-0.7166666667 10.75,-0.7208333333 10.75,-0.7208333333 10.7541666667,-0.7291666667 10.7541666667,-0.7291666667 10.7583333333,-0.7375 10.7583333333,-0.7375 10.7666666667,-0.75 10.7666666667,-0.75 10.7708333333,-0.7583333333 10.7708333333,-0.7583333333 10.775,-0.7666666667 10.775,-0.7666666667 10.7791666667,-0.775 10.7791666667,-0.775 10.7833333333,-0.7791666667 10.7833333333,-0.7791666667 10.7875,-0.7916666667 10.7875,-0.7916666667 10.8166666667,-0.8 10.8166666667,-0.8 10.8333333333,-0.7916666667 10.8333333333,-0.7916666667 10.8458333333,-0.7833333333 10.8458333333,-0.7833333333 10.8541666667,-0.7791666667 10.8541666667,-0.7791666667 10.8583333333,-0.775 10.8583333333,-0.775 10.8625,-0.7708333333 10.8625,-0.7708333333 10.8708333333,-0.7625 10.8708333333,-0.7625 10.8791666667,-0.7583333333 10.8791666667,-0.7583333333 10.8833333333,-0.7541666667 10.8833333333,-0.7541666667 10.8875,-0.75 10.8875,-0.75 10.8916666667,-0.7458333333 10.8916666667,-0.7458333333 10.9,-0.7375 10.9,-0.7375 10.9083333333,-0.7333333333 10.9083333333,-0.7333333333 10.9125,-0.7291666667 10.9125,-0.7291666667 10.9166666667,-0.725 10.9166666667,-0.725 10.9208333333,-0.7208333333 10.9208333333,-0.7208333333 10.9291666667,-0.7 10.9291666667,-0.7 10.9375,-0.6958333333 10.9375,-0.6958333333 10.9416666667,-0.6958333333 10.9416666667))"
