name,code,owner,type,country,status,start_date,expiry_date,assets,geometry
SSMP/AR/2193,SSMP/AR/2193,3K Small Scale Mining,Small Scale Licence (Obuasi District),GH,Active License,2020-12-24,2025-12-23,Gold,"POLYGON ((-1.6783333333 6.3208333333, -1.6783333333 6.3241666667, -1.6758333333 6.3241666667, -1.6758333333 6.3208333333, -1.6783333333 6.3208333333, -1.6783333333 6.3208333333))"
SSMP/5/1334,SSMP/5/1334,4950 Mining Ventures,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-07-30,2025-07-29,Gold,"POLYGON ((-0.8459027778 6.5208333333, -0.8459027778 6.5158333333, -0.8467361111 6.5158333333, -0.8467361111 6.5166666667, -0.847569444445 6.5166666667, -0.847569444445 6.5191666667, -0.8484027778 6.5191666667, -0.8484027778 6.52, -0.847569444445 6.52, -0.847569444445 6.5208333333, -0.8459027778 6.5208333333, -0.8459027778 6.5208333333))"
PL6/310 (Adubea),PL6/310 (Adubea),Asanko Gold Ghana Limited,Mining Lease,GH,Active License,2020-04-27,2030-04-26,Gold,"POLYGON ((-1.9541666667 6.3875, -1.9541666667 6.425, -1.9291666667 6.425, -1.9291666667 6.4166666667, -1.925 6.4166666667, -1.925 6.3875, -1.9291666667 6.3875, -1.9291666667 6.3833333333, -1.9375 6.3833333333, -1.9375 6.3875, -1.9541666667 6.3875))"
SSMP/12/88,SSMP/12/88,MC Under Review,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-19,2025-11-18,Gold,"POLYGON ((-2.3958333333 6.8541666667, -2.3916666667 6.8541666667, -2.3916666667 6.8525, -2.3958333333 6.8525, -2.3958333333 6.8541666667, -2.3958333333 6.8541666667))"
SSMP/6/2370,SSMP/6/2370,Nhyira So Aba Co-Op,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-17,2025-08-16,Gold,"POLYGON ((-1.5958333333 6.1608333333, -1.5941666667 6.1608333333, -1.5941666667 6.1583333333, -1.5958333333 6.1583333333, -1.5958333333 6.1608333333, -1.5958333333 6.1608333333))"
SSMP/5/2023,SSMP/5/2023,ABACHARD CO. LTD,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-10-05,2025-10-04,Gold,"POLYGON ((-0.4366666667 6.3458333333, -0.4325 6.3458333333, -0.4325 6.345, -0.4333333333 6.345, -0.4333333333 6.3441666667, -0.435 6.3441666667, -0.435 6.3433333333, -0.4366666667 6.3433333333, -0.4366666667 6.3458333333, -0.4366666667 6.3458333333))"
SSMP/5/1347,SSMP/5/1347,ABACUS ABIBIMAN MIN. CO. LTD,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-26,2025-11-25,Gold,"POLYGON ((-0.815 6.2583333333, -0.8116666667 6.2583333333, -0.8116666667 6.2558333333, -0.8141666667 6.2558333333, -0.8141666667 6.2566666667, -0.815 6.2566666667, -0.815 6.2583333333, -0.815 6.2583333333))"
SSMP/9/286,SSMP/9/286,Abamon Resources,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-07,2025-09-06,Gold,"POLYGON ((-0.905 10.7458333333, -0.9 10.7458333333, -0.9 10.745, -0.9033333333 10.745, -0.9033333333 10.7441666667, -0.9041666667 10.7441666667, -0.9041666667 10.7433333333, -0.9058333333 10.7433333333, -0.9058333333 10.7441666667, -0.905 10.7441666667, -0.905 10.7458333333, -0.905 10.7458333333))"
SSMP/6/2366,SSMP/6/2366,Nhyiraba Co-opera Society,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-17,2025-08-16,Gold,"POLYGON ((-1.6 6.165, -1.5975 6.165, -1.5975 6.1625, -1.6 6.1625, -1.6 6.165, -1.6 6.165))"
SSMP/6/2417,SSMP/6/2417,ABELE MINING ENTERPRISE,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-25,2025-11-24,Gold,"POLYGON ((-1.7566666667 6.2433333333, -1.7575 6.2433333333, -1.7575 6.2466666667, -1.7583333333 6.2466666667, -1.7583333333 6.2483333333, -1.7558333333 6.2483333333, -1.7558333333 6.2466666667, -1.7566666667 6.2466666667, -1.7566666667 6.2433333333, -1.7566666667 6.2433333333))"
SSMP/6/2342,SSMP/6/2342,ABEY MINING ENT.,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-14,2025-09-13,"Diamonds,Gold","POLYGON ((-1.6708333333 5.93, -1.6733333333 5.93, -1.6733333333 5.9333333333, -1.6708333333 5.9333333333, -1.6708333333 5.93, -1.6708333333 5.93))"
SSMP/12/21,SSMP/12/21,P 60 Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-26,2025-11-25,Gold,"POLYGON ((-2.3258333333 7.0275, -2.3291666667 7.0275, -2.3291666667 7.0308333333, -2.3275 7.0308333333, -2.3275 7.0291666667, -2.3258333333 7.0291666667, -2.3258333333 7.0275, -2.3258333333 7.0275))"
SSMP/6/2443,SSMP/6/2443,Nicdox Resources,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-04,2025-12-03,Gold,"POLYGON ((-2.0116666667 6.1391666667, -2.015 6.1391666667, -2.015 6.1416666667, -2.0116666667 6.1416666667, -2.0116666667 6.1391666667, -2.0116666667 6.1391666667))"
SSMP/2/2402,SSMP/2/2402,Abisant Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-16,2025-09-15,Gold,"POLYGON ((-2.6541666667 5.7458333333, -2.6516666667 5.7458333333, -2.6516666667 5.7433333333, -2.6541666667 5.7433333333, -2.6541666667 5.7458333333, -2.6541666667 5.7458333333))"
SSMP/3/1285,SSMP/3/1285,P80 Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-26,2025-11-25,Gold,"POLYGON ((-2.0291666667 6.245, -2.0291666667 6.2483333333, -2.0283333333 6.2483333333, -2.0283333333 6.2475, -2.0275 6.2475, -2.0275 6.2466666667, -2.0258333333 6.2466666667, -2.0258333333 6.245, -2.0291666667 6.245, -2.0291666667 6.245))"
SSMP/2/2446,SSMP/2/2446,ABOSO CASHMAN MINING ENT,Small Scale Licence (Tarkwa District),GH,Active License,2020-11-17,2025-11-16,Gold,"POLYGON ((-1.9491666667 5.3691666667, -1.9483333333 5.3691666667, -1.9483333333 5.3666666667, -1.9491666667 5.3666666667, -1.9491666667 5.3641666667, -1.9508333333 5.3641666667, -1.9508333333 5.3675, -1.9491666667 5.3675, -1.9491666667 5.3691666667, -1.9491666667 5.3691666667))"
SSMP/2/2447,SSMP/2/2447,ABOSO KOKOADO MIN. ENT.,Small Scale Licence (Tarkwa District),GH,Active License,2020-11-17,2025-11-16,Gold,"POLYGON ((-1.945 5.3733333333, -1.9441666667 5.3733333333, -1.9441666667 5.3708333333, -1.945 5.3708333333, -1.945 5.3691666667, -1.9466666667 5.3691666667, -1.9466666667 5.3708333333, -1.9458333333 5.3708333333, -1.9458333333 5.3725, -1.945 5.3725, -1.945 5.3733333333, -1.945 5.3733333333))"
SSMP/2/2445,SSMP/2/2445,ABOSO YOUTH IN COMM. MIN.,Small Scale Licence (Tarkwa District),GH,Active License,2020-11-17,2025-11-16,Gold,"POLYGON ((-1.9566666667 5.3791666667, -1.955 5.3791666667, -1.955 5.3766666667, -1.9575 5.3766666667, -1.9575 5.3783333333, -1.9566666667 5.3783333333, -1.9566666667 5.3791666667, -1.9566666667 5.3791666667))"
SSMP/6/2356,SSMP/6/2356,ABOTARE YE CO-OPERATIVE SOCIETY,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-16,2025-09-15,Gold,"POLYGON ((-1.7175 6.235, -1.7175 6.2375, -1.715 6.2375, -1.715 6.2366666667, -1.7141666667 6.2366666667, -1.7141666667 6.235, -1.7175 6.235, -1.7175 6.235))"
SSMP/12/84,SSMP/12/84,Part The Earth Limited,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-12,2025-11-11,Gold,"POLYGON ((-2.4183333333 6.6208333333, -2.4116666667 6.6208333333, -2.4116666667 6.6191666667, -2.415 6.6191666667, -2.415 6.62, -2.4183333333 6.62, -2.4183333333 6.6208333333, -2.4183333333 6.6208333333))"
SSMP/6/2460,SSMP/6/2460,Nipa Nye Nti Min Co Ltd,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-03,2025-08-02,Gold,"POLYGON ((-1.6166666667 6.1591666667, -1.6166666667 6.1558333333, -1.6191666667 6.1558333333, -1.6191666667 6.1566666667, -1.6175 6.1566666667, -1.6175 6.1591666667, -1.6166666667 6.1591666667, -1.6166666667 6.1591666667))"
SSMP/12/39,SSMP/12/39,AD & A CO. LTD,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-17,2025-09-16,"Gold,Diamonds","POLYGON ((-2.4641666667 6.6408333333, -2.4616666667 6.6408333333, -2.4616666667 6.6366666667, -2.4625 6.6366666667, -2.4625 6.6375, -2.4633333333 6.6375, -2.4633333333 6.6383333333, -2.4641666667 6.6383333333, -2.4641666667 6.6408333333, -2.4641666667 6.6408333333))"
SSMP/6/2378,SSMP/6/2378,NO ONE LEFT BEHIND CO-OPE,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-17,2025-08-16,Gold,"POLYGON ((-1.5983333333 6.1508333333, -1.5983333333 6.1541666667, -1.5966666667 6.1541666667, -1.5966666667 6.1508333333, -1.5983333333 6.1508333333, -1.5983333333 6.1508333333))"
SSMP/6/2361,SSMP/6/2361,ADANSIMAN CO-OP SOCIETY,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-17,2025-08-16,Gold,"POLYGON ((-1.6091666667 6.145, -1.6091666667 6.1475, -1.6066666667 6.1475, -1.6066666667 6.145, -1.6091666667 6.145, -1.6091666667 6.145))"
ER/1331,ER/1331,Adin-Puyah Enterprise Limited,Small Scale Licence (Akim Oda District),GH,Active License,2020-11-06,2025-11-05,Gold,"POLYGON ((-0.8475 6.3066666667, -0.8475 6.3033333333, -0.85 6.3033333333, -0.85 6.3066666667, -0.8475 6.3066666667, -0.8475 6.3066666667))"
SSMP/6/2435,SSMP/6/2435,Patlizabi Ventures,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-20,2025-11-19,Gold,"POLYGON ((-2 6.1308333333, -2 6.1283333333, -2.0033333333 6.1283333333, -2.0033333333 6.1308333333, -2 6.1308333333, -2 6.1308333333))"
WR/2142,WR/2142,Noho Mining Services,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2021-05-12,2026-05-11,Gold,"POLYGON ((-1.6111111111 5.4527833333333335, -1.6077777778 5.452780555555556, -1.6077777778 5.450283333333333, -1.6111111111 5.4502777778, -1.6111111111 5.4527833333333335, -1.6111111111 5.4527833333333335))"
SSMP/ER/1305,SSMP/ER/1305,Peter Naabi Ent,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-11,2025-08-10,Gold,"POLYGON ((-0.4541666667 6.3633333333, -0.4541666667 6.3666666667, -0.4516666667 6.3666666667, -0.4516666667 6.3633333333, -0.4541666667 6.3633333333, -0.4541666667 6.3633333333))"
SSMP/6/2354,SSMP/6/2354,Adom Co-Operative Society,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-17,2025-08-16,Gold,"POLYGON ((-1.6025 6.1625, -1.6025 6.1633333333, -1.6008333333 6.1633333333, -1.6008333333 6.1666666667, -1.6 6.1666666667, -1.6 6.1625, -1.6025 6.1625, -1.6025 6.1625))"
SSMP/6/2421,SSMP/6/2421,NOVEMBER 2025 ENT,Small Scale Licence (Obuasi District),GH,Active License,2020-11-26,2025-11-25,Gold,"POLYGON ((-1.7391666667 6.2508333333, -1.7375 6.2508333333, -1.7375 6.2466666667, -1.7391666667 6.2466666667, -1.7391666667 6.2508333333, -1.7391666667 6.2508333333))"
SSMP/6/2350,SSMP/6/2350,Adom Co-Operative Society,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-17,2025-08-16,Gold,"POLYGON ((-1.6025 6.1625, -1.6025 6.1633333333, -1.6008333333 6.1633333333, -1.6008333333 6.1666666667, -1.6 6.1666666667, -1.6 6.1625, -1.6025 6.1625, -1.6025 6.1625))"
SSMP/6/2250,SSMP/6/2250,ADPOAIK CO. LTD,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-08,2025-09-07,Gold,"POLYGON ((-1.8975 6.205, -1.9 6.205, -1.9 6.2075, -1.8975 6.2075, -1.8975 6.205, -1.8975 6.205))"
SSMP/6/2326,SSMP/6/2326,NOVEMBER BOY ENT.,Small Scale Licence (Obuasi District),GH,Active License,2020-11-26,2025-11-25,Gold,"POLYGON ((-1.6791666667 6.1141666667, -1.6791666667 6.1116666667, -1.6825 6.1116666667, -1.6825 6.1141666667, -1.6791666667 6.1141666667, -1.6791666667 6.1141666667))"
SSMP/6/2262,SSMP/6/2262,Philobright Ventures,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-25,2025-11-24,Gold,"POLYGON ((-2.0016666667 6.1166666667, -2.0041666667 6.1166666667, -2.0041666667 6.12, -2.0016666667 6.12, -2.0016666667 6.1166666667, -2.0016666667 6.1166666667))"
SSMP/12/51,SSMP/12/51,ADUDANFED CO. LTD,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-17,2025-09-16,Gold,"POLYGON ((-2.4416666667 6.6333333333, -2.4375 6.6333333333, -2.4375 6.6341666667, -2.4358333333 6.6341666667, -2.4358333333 6.6333333333, -2.4366666667 6.6333333333, -2.4366666667 6.6308333333, -2.4375 6.6308333333, -2.4375 6.6316666667, -2.4391666667 6.6316666667, -2.4391666667 6.6325, -2.4416666667 6.6325, -2.4416666667 6.6333333333, -2.4416666667 6.6333333333))"
SSMP-9/463,SSMP-9/463,Ntema Mining,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-07,2025-09-06,Gold,"POLYGON ((-0.9033333333 10.7366666667, -0.9025 10.7366666667, -0.9025 10.7358333333, -0.9016666667 10.7358333333, -0.9016666667 10.735, -0.9008333333 10.735, -0.9008333333 10.7333333333, -0.9016666667 10.7333333333, -0.9016666667 10.7325, -0.9033333333 10.7325, -0.9033333333 10.7366666667, -0.9033333333 10.7366666667))"
SSMP/5/1340,SSMP/5/1340,Ntoria Mining Enterprise,Small Scale Licence (Obuasi District),GH,Active License,2020-07-14,2025-07-13,Gold,"POLYGON ((-0.86 6.5016666667, -0.855 6.5016666667, -0.855 6.5, -0.86 6.5, -0.86 6.5016666667, -0.86 6.5016666667))"
SSMP/WR/2222,SSMP/WR/2222,Pinpindo SSM Ltd,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-08,2025-08-07,Gold,"POLYGON ((-2.2091666667 4.9583333333, -2.2091666667 4.96, -2.2058333333 4.96, -2.2058333333 4.9575, -2.2075 4.9575, -2.2075 4.9583333333, -2.2091666667 4.9583333333, -2.2091666667 4.9583333333))"
SSMP/6/2368,SSMP/6/2368,ADWENEPA CO. SOCIETY,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-17,2025-08-16,Gold,"POLYGON ((-1.5941666667 6.1633333333, -1.5941666667 6.1675, -1.5925 6.1675, -1.5925 6.1633333333, -1.5941666667 6.1633333333, -1.5941666667 6.1633333333))"
SSMP/ER/451,SSMP/ER/451,Afreh & Group,Small Scale  Licence (Assin Fosu District),GH,Active License,2021-02-24,2026-02-23,Gold,"POLYGON ((-0.7375 6.2825, -0.7358333333 6.2825, -0.7358333333 6.28, -0.7366666667 6.28, -0.7366666667 6.2791666667, -0.7375 6.2791666667, -0.7375 6.2825, -0.7375 6.2825))"
AR/2190,AR/2190,Ntoria Mining Enterprise,Small Scale Licence (Obuasi District),GH,Active License,2020-11-25,2025-11-24,Gold,"POLYGON ((-2.3975 6.8441666667, -2.3975 6.845, -2.3983333333 6.845, -2.3983333333 6.8458333333, -2.3933333333 6.8458333333, -2.3933333333 6.8441666667, -2.3975 6.8441666667, -2.3975 6.8441666667))"
SSMP/9/278,SSMP/9/278,Popelawu Mining,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-27,2025-08-26,Gold,"POLYGON ((-0.9058333333 10.7383333333, -0.9041666667 10.7383333333, -0.9041666667 10.7375, -0.9025 10.7375, -0.9025 10.7366666667, -0.9033333333 10.7366666667, -0.9033333333 10.735, -0.9058333333 10.735, -0.9058333333 10.7383333333, -0.9058333333 10.7383333333))"
SSMP/9/280,SSMP/9/280,Aham Mining,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-07,2025-09-06,Gold,"POLYGON ((-0.905 10.7425, -0.9033333333 10.7425, -0.9033333333 10.7416666667, -0.9008333333 10.7416666667, -0.9008333333 10.74, -0.905 10.74, -0.905 10.7425, -0.905 10.7425))"
AR/2091,AR/2091,AHIATRUGAHDUNYO MINING,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-17,2025-09-16,Gold,"POLYGON ((-1.7975 6.4925, -1.8008333333 6.4925, -1.8008333333 6.4933333333, -1.8 6.4933333333, -1.8 6.4941666667, -1.7991666667 6.4941666667, -1.7991666667 6.4958333333, -1.7975 6.4958333333, -1.7975 6.4925, -1.7975 6.4925))"
SSMP/6/2360,SSMP/6/2360,NYANSAFO HO HIA Co-Op,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-17,2025-09-16,Gold,"POLYGON ((-1.5983333333 6.1566666667, -1.5983333333 6.1583333333, -1.5958333333 6.1583333333, -1.5958333333 6.1566666667, -1.5983333333 6.1566666667, -1.5983333333 6.1566666667))"
SSMP/6/2374,SSMP/6/2374,OBAATAN PA CO-OPERATIVE,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-17,2025-08-16,Gold,"POLYGON ((-1.6025 6.1566666667, -1.605 6.1566666667, -1.605 6.16, -1.6025 6.16, -1.6025 6.1566666667, -1.6025 6.1566666667))"
SSMP/2/2399,SSMP/2/2399,Oda Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2021-05-13,2026-05-12,Gold,"POLYGON ((-2.6483333333 5.7458333333, -2.645 5.7458333333, -2.645 5.7433333333, -2.6483333333 5.7433333333, -2.6483333333 5.7458333333, -2.6483333333 5.7458333333))"
WR/2254,WR/2254,AKO MINING ENTERPRISE,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-06,2025-11-05,Gold,"POLYGON ((-2.7016666667 5.34, -2.7016666667 5.3383333333, -2.705 5.3383333333, -2.705 5.3408333333, -2.7025 5.3408333333, -2.7025 5.34, -2.7016666667 5.34, -2.7016666667 5.34))"
PL9/19,PL9/19,Cardinal Resources Ghana Limited,Prospecting Licence (Ghanaian),GH,Active License,2023-02-06,2026-02-05,Gold,"POLYGON ((-0.7883333333 10.7872222222, -0.7008333333 10.7383333333, -0.7411111111 10.673055555555, -0.7522222222 10.6772222222, -0.766944444445 10.6722222222, -0.7883333333 10.7872222222))"
SSMP/5/1343,SSMP/5/1343,Odima Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-07-14,2025-07-13,Gold,"POLYGON ((-0.8558333333 6.5083333333, -0.8533333333 6.5083333333, -0.8533333333 6.5075, -0.8525 6.5075, -0.8525 6.5058333333, -0.8558333333 6.5058333333, -0.8558333333 6.5083333333, -0.8558333333 6.5083333333))"
SSMP/6/2376,SSMP/6/2376,OHEMAA CO-SOCIETY,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-17,2025-08-16,Gold,"POLYGON ((-1.5916666667 6.1633333333, -1.5916666667 6.165, -1.5883333333 6.165, -1.5883333333 6.1641666667, -1.59 6.1641666667, -1.59 6.1633333333, -1.5916666667 6.1633333333, -1.5916666667 6.1633333333))"
SSMP/9/279,SSMP/9/279,OJALO MINING,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-07,2025-09-06,Gold,"POLYGON ((-0.9 10.7375, -0.8975 10.7375, -0.8975 10.7341666667, -0.9 10.7341666667, -0.9 10.7375, -0.9 10.7375))"
SSMP/2/2400,SSMP/2/2400,ALL STATE CONS. & MIN,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-16,2025-09-15,Gold,"POLYGON ((-2.625 5.675, -2.6225 5.675, -2.6225 5.6725, -2.6233333333 5.6725, -2.6233333333 5.6716666667, -2.6241666667 5.6716666667, -2.6241666667 5.6708333333, -2.625 5.6708333333, -2.625 5.675, -2.625 5.675))"
SSMP/5/2078,SSMP/5/2078,OMANIASA & SONS LTD,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-10,2025-11-09,Gold,"POLYGON ((-0.5875 6.11, -0.5875 6.1125, -0.585 6.1125, -0.585 6.11, -0.5875 6.11, -0.5875 6.11))"
SSMP/5/2007,SSMP/5/2007,ALLUVIAL MINING ENTERPRISE,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-11-19,2025-11-18,Gold,"POLYGON ((-0.7475 6.315, -0.7461111111 6.315, -0.7461111111 6.31, -0.7483333333 6.31, -0.7483333333 6.3116666667, -0.7475 6.3116666667, -0.7475 6.315, -0.7475 6.315))"
SSMP/6/2504,SSMP/6/2504,Amcsgerm Ventures,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-18,2025-12-17,Gold,"POLYGON ((-1.6908333333 6.255, -1.6866666667 6.255, -1.6866666667 6.2533333333, -1.6908333333 6.2533333333, -1.6908333333 6.255, -1.6908333333 6.255))"
WR/2221,WR/2221,AMOAKO SMALL SCALE,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-08-27,2025-08-26,Gold,"POLYGON ((-2.2083333333 4.955, -2.206672222222222 4.955, -2.2066666667 4.955, -2.2066666667 4.9541666667, -2.205 4.9541666667, -2.205 4.9525, -2.2091666667 4.9525, -2.2091666667 4.9541666667, -2.2083333333 4.9541666667, -2.2083333333 4.955, -2.2083333333 4.955))"
AR/1741,AR/1741,Amocis Mininig Ent.,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2021-05-13,2026-05-12,Gold,"POLYGON ((-1.4933333333 5.88, -1.4933333333 5.8833333333, -1.4908333333 5.8833333333, -1.4908333333 5.88, -1.4933333333 5.88, -1.4933333333 5.88))"
WR/2229,WR/2229,Ampany Small Scale Mining Limited,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-09-16,2025-09-15,Gold,"POLYGON ((-2.1891666667 4.9608333333, -2.1875 4.9608333333, -2.1875 4.9575, -2.1908333333 4.9575, -2.1908333333 4.9591666667, -2.1891666667 4.9591666667, -2.1891666667 4.9608333333, -2.1891666667 4.9608333333))"
SSMP/6/2655,SSMP/6/2655,Ontwo Mining,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-04,2025-12-03,Gold,"POLYGON ((-1.7425 6.0891666667, -1.7441666667 6.0891666667, -1.7441666667 6.0925, -1.7425 6.0925, -1.7425 6.0891666667, -1.7425 6.0891666667))"
SSMP/6/2699,SSMP/6/2699,AN-SIX COMPANY LTD,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-12-16,2025-12-15,Gold,"POLYGON ((-2.0458333333 6.4258333333, -2.0466666667 6.4258333333, -2.0466666667 6.4241666667, -2.0483333333 6.4241666667, -2.0483333333 6.425, -2.0508333333 6.425, -2.0508333333 6.4258333333, -2.0483333333 6.4258333333, -2.0483333333 6.4266666667, -2.0458333333 6.4266666667, -2.0458333333 6.4258333333, -2.0458333333 6.4258333333))"
SSMP/6/2244,SSMP/6/2244,Ancient Gold Mining Enterprise,Small Scale Mining Licence (Non-Industrial Minerals),GH,Active License,2020-10-07,2025-10-06,Gold,"POLYGON ((-1.7408333333 6.3016666667, -1.7433333333 6.3016666667, -1.7433333333 6.3025, -1.7441666667 6.3025, -1.7441666667 6.3041666667, -1.7416666667 6.3041666667, -1.7416666667 6.305, -1.7408333333 6.305, -1.7408333333 6.3016666667, -1.7408333333 6.3016666667))"
